"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene" "mgi_description"
7.93575115383759e-152 0.960976646488877 0.856 0.379 1.49477808733685e-147 "SD7" "Taldo1" "transaldolase 1"
9.4908858690302e-111 0.917041216321916 0.886 0.575 1.78770326229053e-106 "SD7" "Gapdh" "glyceraldehyde-3-phosphate dehydrogenase"
