"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene" "mgi_description"
1.08040534848127e-20 -0.662649775252724 0.076 0.281 2.03505151439932e-16 "8" "Sgk1" "serum/glucocorticoid regulated kinase 1"
1.46707029884821e-15 -0.303402521818348 1 0.91 2.76337361491049e-11 "8" "Fth1" "ferritin heavy polypeptide 1"
1.42073392895684e-11 -0.365263902163193 0.753 0.452 2.6760944285831e-07 "8" "Sparc" "secreted acidic cysteine rich glycoprotein"
4.16060764441562e-11 -0.651968687671142 0.198 0.344 7.83692055902126e-07 "8" "Lgals1" "lectin, galactose binding, soluble 1"
0 3.94586256079302 0.985 0.18 0 "9" "Mfap4" "microfibrillar-associated protein 4"
0 2.42300238937565 1 0.164 0 "9" "Col1a1" "collagen, type I, alpha 1"
0 2.28835388363474 0.998 0.177 0 "9" "Col3a1" "collagen, type III, alpha 1"
0 2.10639077867581 0.99 0.279 0 "9" "Csrp1" "cysteine and glycine-rich protein 1"
0 1.11271548272234 0.764 0.089 0 "9" "Maf" "avian musculoaponeurotic fibrosarcoma oncogene homolog"
5.24408213938079e-288 1.43978411532865 0.901 0.191 9.87775311773766e-284 "9" "Eln" "elastin"
8.18152998110484e-287 1.37897207641549 0.963 0.233 1.54107298724091e-282 "9" "Igfbp7" "insulin-like growth factor binding protein 7"
1.36272807098999e-225 1.84859232515729 1 0.444 2.56683459451675e-221 "9" "Sparc" "secreted acidic cysteine rich glycoprotein"
3.43646499116778e-189 0.568873704568857 0.608 0.108 6.47292545736363e-185 "9" "Tagln" "transgelin"
6.76179220206977e-154 0.933871521507476 0.866 0.318 1.27365117918186e-149 "9" "Apoe" "apolipoprotein E"
4.85980490994776e-151 1.13425746340605 0.672 0.179 9.15392852837761e-147 "9" "Nrep" "neuronal regeneration related protein"
9.54063609756199e-149 1.42900265277844 0.499 0.103 1.79707421533678e-144 "9" "Mdk" "midkine"
6.28742363370989e-145 0.717672346195179 0.434 0.072 1.18429911564559e-140 "9" "Tnc" "tenascin C"
2.47712090284942e-109 1.15061436956651 0.94 0.616 4.66590493260717e-105 "9" "Cst3" "cystatin C"
1.95111125098508e-100 0.915805977032482 0.816 0.325 3.6751131523555e-96 "9" "Lgals1" "lectin, galactose binding, soluble 1"
6.00524717423836e-77 -3.29032180201032 0.022 0.526 1.13114835773954e-72 "9" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
6.5907968106972e-51 -1.19700943436537 0.005 0.383 1.24144248726292e-46 "9" "Cd9" "CD9 antigen"
5.76576282333901e-48 -1.2858412866858 0.007 0.37 1.08603908540414e-43 "9" "Ctss" "cathepsin S"
7.86517752602114e-42 0.270151695997617 0.496 0.204 1.48148483880134e-37 "9" "Lgmn" "legumain"
3.24244534032404e-38 -5.46345343747309 0.132 0.441 6.10747004303435e-34 "9" "Sftpc" "surfactant associated protein C"
6.57262109702055e-24 -0.952673571005756 0.052 0.274 1.23801890983479e-19 "9" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
7.36688603217772e-21 0.974150663102649 0.988 0.835 1.387626653021e-16 "9" "Tmsb10" "thymosin, beta 10"
3.47182306082906e-10 -0.665624296999984 0.216 0.336 6.53952591737761e-06 "9" "Cd44" "CD44 antigen"
8.90497729239692e-09 -0.485407177057076 0.159 0.279 0.000167734152279588 "9" "Sgk1" "serum/glucocorticoid regulated kinase 1"
0 2.93696625321913 0.948 0.182 0 "10" "Mfap4" "microfibrillar-associated protein 4"
1.19709245956808e-286 1.45006907705087 0.902 0.168 2.25484335684244e-282 "10" "Col1a1" "collagen, type I, alpha 1"
4.27704751382942e-273 1.38495987985748 0.907 0.181 8.05624669704909e-269 "10" "Col3a1" "collagen, type III, alpha 1"
6.35165701810872e-176 0.706972831508191 0.553 0.096 1.19639811593096e-171 "10" "Maf" "avian musculoaponeurotic fibrosarcoma oncogene homolog"
6.36717973823835e-162 1.29252121251708 0.835 0.284 1.19932197549458e-157 "10" "Csrp1" "cysteine and glycine-rich protein 1"
3.31763362160252e-118 1.04375432886854 0.951 0.446 6.24909468965052e-114 "10" "Sparc" "secreted acidic cysteine rich glycoprotein"
2.72181023533927e-111 0.282485520704219 0.693 0.198 5.12680175928505e-107 "10" "Eln" "elastin"
5.01999525748309e-104 0.621935485690836 0.742 0.24 9.45566306699516e-100 "10" "Igfbp7" "insulin-like growth factor binding protein 7"
1.5816143280268e-95 0.457350097728707 0.796 0.321 2.97912874827128e-91 "10" "Apoe" "apolipoprotein E"
1.49753583090595e-70 0.775565890034357 0.535 0.184 2.82075849109444e-66 "10" "Nrep" "neuronal regeneration related protein"
6.02140138198555e-64 0.496304554644637 0.32 0.076 1.1341911643108e-59 "10" "Tnc" "tenascin C"
1.58216540795825e-54 0.649640053224988 0.866 0.618 2.98016676243017e-50 "10" "Cst3" "cystatin C"
9.82503102443507e-46 -1.96415825356041 0.152 0.522 1.85064284376259e-41 "10" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
3.58623903197614e-38 -1.0767523452058 0.054 0.381 6.75503984063026e-34 "10" "Cd9" "CD9 antigen"
2.44294728044676e-36 0.761793701085883 0.307 0.109 4.60153549744952e-32 "10" "Mdk" "midkine"
5.13948362679313e-31 -1.06863626635369 0.08 0.367 9.68073135942754e-27 "10" "Ctss" "cathepsin S"
3.31713249070429e-26 0.459941523344115 0.605 0.332 6.2481507594906e-22 "10" "Lgals1" "lectin, galactose binding, soluble 1"
1.81556790308267e-15 -0.812213037697006 0.098 0.272 3.41980370224651e-11 "10" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
4.07374216003909e-11 -0.525804093335595 0.137 0.279 7.67330073264963e-07 "10" "Sgk1" "serum/glucocorticoid regulated kinase 1"
9.76002455411583e-07 -0.547871132660079 0.235 0.335 0.0183839822501326 "10" "Cd44" "CD44 antigen"
1.66689496192246e-06 -2.79320539238876 0.359 0.434 0.0313976335027715 "10" "Sftpc" "surfactant associated protein C"
9.3401349835276e-238 1.42978949046171 0.945 0.217 1.75930782549726e-233 "11" "Fcer1g" "Fc receptor, IgE, high affinity I, gamma polypeptide"
6.90227945952415e-119 0.937877879393478 0.871 0.324 1.30011335899597e-114 "11" "Lgals1" "lectin, galactose binding, soluble 1"
8.63112764738689e-91 0.486459233991924 0.876 0.422 1.62575920366179e-86 "11" "Ctsd" "cathepsin D"
1.38392459121969e-60 -3.14820933882691 0.097 0.523 2.60676036002141e-56 "11" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
5.10386150818925e-49 -1.58567089499859 0.289 0.635 9.61363353682527e-45 "11" "Cst3" "cystatin C"
3.99443904857924e-48 -1.69085838786367 0.824 0.916 7.52392539190386e-44 "11" "Fth1" "ferritin heavy polypeptide 1"
1.29072663077026e-38 -1.439012325533 0.405 0.659 2.43121268171887e-34 "11" "LOC100862446" NA
1.01387989491057e-37 -1.50898534602628 0.163 0.47 1.90974417005355e-33 "11" "Sparc" "secreted acidic cysteine rich glycoprotein"
2.01716544556074e-32 -1.16995176274405 0.079 0.367 3.79953283325822e-28 "11" "Ctss" "cathepsin S"
4.67962244026164e-30 0.382572583242586 0.703 0.419 8.81453682847683e-26 "11" "Anxa2" "annexin A2"
3.48013319665804e-26 -1.42185353884573 0.089 0.342 6.55517888922508e-22 "11" "Apoe" "apolipoprotein E"
4.62058355331831e-24 -0.756177059914934 0.032 0.262 8.70333118103038e-20 "11" "Igfbp7" "insulin-like growth factor binding protein 7"
2.20477652084305e-23 -0.961022056056058 0.047 0.274 4.15291705465998e-19 "11" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
4.01997518811229e-23 -0.690160057119942 0.174 0.41 7.57202526432831e-19 "11" "Ctsb" "cathepsin B"
6.25577834830396e-23 0.263321420289666 0.545 0.299 1.17833840968653e-18 "11" "S100a6" "S100 calcium binding protein A6 (calcyclin)"
1.9860388143579e-22 -0.911231108069258 0.261 0.488 3.74090271072454e-18 "11" "Ftl1" "ferritin light polypeptide 1"
2.92393714280102e-18 -0.616833702283222 0.242 0.444 5.50752800218001e-14 "11" "Selenop" "selenoprotein P"
1.86299875001489e-17 -0.715433032315339 0.355 0.537 3.50914444552806e-13 "11" "Prdx1" "peroxiredoxin 1"
2.29121961829178e-17 -0.56398560890349 0.113 0.306 4.31574127301439e-13 "11" "Csrp1" "cysteine and glycine-rich protein 1"
2.88126624689371e-15 -1.67327337068712 0.132 0.31 5.427153102649e-11 "11" "Hbb-bs" "hemoglobin, beta adult s chain"
3.97936196855023e-11 -0.392166198944149 0.295 0.443 7.49552620396122e-07 "11" "Bsg" "basigin"
5.35393759125465e-09 -1.01076546351571 0.534 0.597 0.000100846768468873 "11" "Psap" "prosaposin"
1.63896520822969e-07 -5.24440029763819 0.371 0.433 0.00308715486622145 "11" "Sftpc" "surfactant associated protein C"
9.17412206181931e-168 1.61879476505962 1 0.496 1.72803763156428e-163 "12" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
3.54523519174547e-47 -0.860022251303441 0.058 0.438 6.67780500717177e-43 "12" "Anxa2" "annexin A2"
4.8339445319934e-40 -1.13141077001286 0.045 0.381 9.10521792046276e-36 "12" "Cd9" "CD9 antigen"
1.49155932462821e-39 -0.838762191655186 0.076 0.413 2.80950114386969e-35 "12" "Ctsb" "cathepsin B"
1.31176378568715e-34 -1.22285932819165 0.137 0.444 2.47083826672032e-30 "12" "Ctsd" "cathepsin D"
1.96668157853069e-33 -1.35974342428851 0.413 0.659 3.70444142132041e-29 "12" "LOC100862446" NA
1.60958416893918e-31 -1.44086722911601 0.205 0.469 3.03181274061385e-27 "12" "Sparc" "secreted acidic cysteine rich glycoprotein"
4.51011777113633e-31 -0.741770644751174 0.153 0.447 8.49525783371239e-27 "12" "Selenop" "selenoprotein P"
3.20289438130799e-29 -0.849064677036547 0.271 0.539 6.03297185663173e-25 "12" "Prdx1" "peroxiredoxin 1"
4.37641480543394e-28 -1.00584177433473 0.087 0.347 8.24341492751538e-24 "12" "Lgals1" "lectin, galactose binding, soluble 1"
1.0943098804703e-27 -0.574880124966646 0.174 0.447 2.06124209085385e-23 "12" "Bsg" "basigin"
2.05187767899156e-23 -0.763572293383809 0.037 0.261 3.86491679614851e-19 "12" "Igfbp7" "insulin-like growth factor binding protein 7"
4.13410621014282e-18 -0.903133914832071 0.116 0.311 7.78700245742501e-14 "12" "S100a6" "S100 calcium binding protein A6 (calcyclin)"
6.55338400517229e-18 -0.729222580312588 0.137 0.338 1.23439541121425e-13 "12" "Cd44" "CD44 antigen"
1.05503474493281e-17 -0.640824524948395 0.087 0.281 1.98726344555544e-13 "12" "Sgk1" "serum/glucocorticoid regulated kinase 1"
2.89100651222876e-16 -0.698563175163026 0.153 0.352 5.4454998664341e-12 "12" "Gm38733" NA
8.11875111763451e-16 -1.19763507044804 0.5 0.629 1.52924796051764e-11 "12" "Cst3" "cystatin C"
9.57207140164861e-16 -0.526458583574468 0.121 0.306 1.80299536921453e-11 "12" "Csrp1" "cysteine and glycine-rich protein 1"
1.74780894080083e-15 -0.806956147396656 0.303 0.487 3.29217292089244e-11 "12" "Ftl1" "ferritin light polypeptide 1"
4.33933213951967e-13 -4.01773619899533 0.147 0.309 8.17356601799925e-09 "12" "Hbb-bs" "hemoglobin, beta adult s chain"
5.49841710055823e-09 -5.30502212652087 0.342 0.434 0.000103568184506115 "12" "Sftpc" "surfactant associated protein C"
1.83514869683408e-07 -0.957150522130435 0.547 0.596 0.00345668608535668 "12" "Psap" "prosaposin"
0 3.94983809128753 0.739 0.055 0 "13" "Chil3" "chitinase-like 3"
0 3.32212105620882 0.994 0.157 0 "13" "Lpl" "lipoprotein lipase"
0 3.07803842937244 0.997 0.168 0 "13" "Ccl6" "chemokine (C-C motif) ligand 6"
0 2.75417604378047 0.994 0.097 0 "13" "Ear2" "eosinophil-associated, ribonuclease A family, member 2"
0 2.71267471354093 0.997 0.157 0 "13" "Abcg1" "ATP binding cassette subfamily G member 1"
0 2.64435123779023 0.997 0.073 0 "13" "Plet1" "placenta expressed transcript 1"
0 2.26327616122511 0.994 0.109 0 "13" "Clec7a" "C-type lectin domain family 7, member a"
0 2.16817345381307 0.997 0.153 0 "13" "Mpeg1" "macrophage expressed gene 1"
0 2.16206368120578 0.994 0.162 0 "13" "Sirpa" "signal-regulatory protein alpha"
0 2.13383231880436 0.914 0.04 0 "13" "Ear1" "eosinophil-associated, ribonuclease A family, member 1"
0 2.11834036388062 0.997 0.195 0 "13" "Lgals3" "lectin, galactose binding, soluble 3"
0 2.08716928270485 0.986 0.077 0 "13" "Mrc1" "mannose receptor, C type 1"
0 2.03433973267116 0.986 0.109 0 "13" "Tnfaip2" "tumor necrosis factor, alpha-induced protein 2"
0 1.78566633223364 0.968 0.171 0 "13" "Plin2" "perilipin 2"
0 1.47568629756791 0.582 0.042 0 "13" "Spp1" "secreted phosphoprotein 1"
0 1.13957315161398 0.828 0.113 0 "13" "Dab2" "disabled 2, mitogen-responsive phosphoprotein"
3.09631853991022e-299 2.57275247431845 1 0.314 5.83222560177488e-295 "13" "Cd44" "CD44 antigen"
7.49872307662718e-280 2.70587450873701 1 0.355 1.4124594787135e-275 "13" "Cd9" "CD9 antigen"
1.28986829250443e-274 2.43978169922037 1 0.341 2.42959591576134e-270 "13" "Ctss" "cathepsin S"
3.56075856794276e-271 2.05935711011407 0.963 0.256 6.70704483857698e-267 "13" "Sgk1" "serum/glucocorticoid regulated kinase 1"
2.39441785777854e-259 2.95454466331025 1 0.42 4.51012547691166e-255 "13" "Ctsd" "cathepsin D"
4.45492360677059e-259 1.52505545346259 0.991 0.217 8.39129410571307e-255 "13" "Fcer1g" "Fc receptor, IgE, high affinity I, gamma polypeptide"
7.81699450785247e-240 1.91993020377211 0.994 0.412 1.47240908549909e-235 "13" "Anxa2" "annexin A2"
1.23475145386493e-233 1.67787086589977 0.877 0.179 2.32577783849998e-229 "13" "Mt1" "metallothionein 1"
5.92277707070839e-189 2.14212092445514 1 0.911 1.11561428903863e-184 "13" "Fth1" "ferritin heavy polypeptide 1"
1.32412793354026e-184 1.89100853905334 0.997 0.643 2.49412737561643e-180 "13" "LOC100862446" NA
1.60269901856623e-182 1.63712917392365 0.991 0.467 3.01884387137135e-178 "13" "Ftl1" "ferritin light polypeptide 1"
7.69149954571216e-177 1.79313300959382 1 0.584 1.44877085443034e-172 "13" "Psap" "prosaposin"
6.21127910501234e-162 1.21586096906866 0.994 0.519 1.16995653222012e-157 "13" "Prdx1" "peroxiredoxin 1"
1.35676119622922e-140 0.897659077924508 0.957 0.389 2.55559538921735e-136 "13" "Ctsb" "cathepsin B"
1.24677499450896e-94 0.580749637703728 0.713 0.21 2.34842537965708e-90 "13" "Fabp5" "fatty acid binding protein 5, epidermal"
3.7660082712947e-81 0.652573229249846 0.281 0.048 7.09365317981069e-77 "13" "Cxcl2" "chemokine (C-X-C motif) ligand 2"
2.49649945033102e-52 -1.64195161678086 0.043 0.473 4.7024063646435e-48 "13" "Sparc" "secreted acidic cysteine rich glycoprotein"
1.31041494990661e-38 0.775287727257882 0.309 0.096 2.46829759964409e-34 "13" "Hmox1" "heme oxygenase 1"
5.70753220405052e-38 -5.7554485987707 0.103 0.44 1.07507076595496e-33 "13" "Sftpc" "surfactant associated protein C"
2.03886239011112e-30 0.288641014645558 0.458 0.207 3.84040119801331e-26 "13" "Lgmn" "legumain"
5.73916607387084e-28 -1.0218234659985 0.009 0.274 1.08102932167431e-23 "13" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
4.54192511441199e-27 -0.672884314806448 0.04 0.307 8.55517014550642e-23 "13" "Csrp1" "cysteine and glycine-rich protein 1"
1.33065806891266e-23 -0.764943882969691 0.023 0.261 2.50642753860389e-19 "13" "Igfbp7" "insulin-like growth factor binding protein 7"
5.58657896970208e-22 -1.95411362795565 0.298 0.517 1.05228801473308e-17 "13" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
1.97223034586576e-17 -0.838645883558351 0.103 0.311 3.71489307947274e-13 "13" "S100a6" "S100 calcium binding protein A6 (calcyclin)"
3.67182431825702e-16 -1.0922967473829 0.126 0.341 6.91624828586893e-12 "13" "Apoe" "apolipoprotein E"
4.46684937595507e-13 0.386537112458266 0.524 0.341 8.41375748454897e-09 "13" "Gm38733" NA
1.85375740688626e-06 -0.35898960320934 0.367 0.441 0.0349173745161096 "13" "Bsg" "basigin"
4.01096439746505e-87 0.703606306928626 0.432 0.101 7.55505253906518e-83 "14" "Maf" "avian musculoaponeurotic fibrosarcoma oncogene homolog"
2.19959748890076e-66 1.08729700510102 0.697 0.295 4.14316183009348e-62 "14" "S100a6" "S100 calcium binding protein A6 (calcyclin)"
7.76549918895742e-58 0.759550255064982 0.723 0.329 1.46270942723202e-53 "14" "Lgals1" "lectin, galactose binding, soluble 1"
5.17481869687464e-49 -2.96068372472215 0.135 0.521 9.74728849743307e-45 "14" "Cd74" "CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
8.35917591081615e-46 -1.58182698826886 0.288 0.635 1.57453437456133e-41 "14" "Cst3" "cystatin C"
1.52553171826024e-45 0.662766670504915 0.988 0.836 2.87349154451499e-41 "14" "Tmsb10" "thymosin, beta 10"
6.45912279466216e-37 -1.53476906877256 0.147 0.47 1.21664036960256e-32 "14" "Sparc" "secreted acidic cysteine rich glycoprotein"
1.68863825881373e-26 -1.02990841280718 0.11 0.379 3.18071902430154e-22 "14" "Cd9" "CD9 antigen"
2.82080885210667e-26 -1.26767935439936 0.45 0.657 5.31327555382812e-22 "14" "LOC100862446" NA
1.19350270418946e-25 -1.38340979091219 0.879 0.914 2.24808169361127e-21 "14" "Fth1" "ferritin heavy polypeptide 1"
1.05280690046758e-24 -1.45752268873656 0.086 0.342 1.98306707772074e-20 "14" "Apoe" "apolipoprotein E"
2.91312406553525e-18 -0.720523105009437 0.058 0.26 5.4871604898422e-14 "14" "Igfbp7" "insulin-like growth factor binding protein 7"
1.39169921723664e-17 -0.924638136788468 0.075 0.273 2.62140464558694e-13 "14" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
5.97850724192736e-16 -0.962829765558772 0.179 0.364 1.12611162408944e-11 "14" "Ctss" "cathepsin S"
6.97477655386613e-12 -4.98023859019547 0.314 0.435 1.31376891168622e-07 "14" "Sftpc" "surfactant associated protein C"
4.55504850133698e-11 -0.507204019771213 0.156 0.304 8.57988935711834e-07 "14" "Csrp1" "cysteine and glycine-rich protein 1"
6.75235169226419e-11 -0.548971145034105 0.265 0.407 1.27187296475488e-06 "14" "Ctsb" "cathepsin B"
1.40692692329961e-10 -0.421118610077523 0.308 0.443 2.65008755272715e-06 "14" "Bsg" "basigin"
2.78048948138052e-10 -0.761933291452766 0.36 0.485 5.23732998712835e-06 "14" "Ftl1" "ferritin light polypeptide 1"
3.70073950266409e-10 -0.435997276232531 0.277 0.443 6.97071292721809e-06 "14" "Selenop" "selenoprotein P"
1.68505946133559e-08 -0.601677316610802 0.435 0.534 0.000317397800137171 "14" "Prdx1" "peroxiredoxin 1"
9.09678965715732e-08 -1.66958203251434 0.19 0.308 0.00171347129982215 "14" "Hbb-bs" "hemoglobin, beta adult s chain"
3.37262291415765e-07 -0.959158053563946 0.556 0.596 0.00635267252110734 "14" "Psap" "prosaposin"
1.8418286211546e-06 -0.465011258477037 0.176 0.278 0.0346926839080681 "14" "Sgk1" "serum/glucocorticoid regulated kinase 1"
0 1.91763064109487 0.98 0.154 0 "15" "Mpeg1" "macrophage expressed gene 1"
0 1.46177563275138 0.884 0.092 0 "15" "Csf1r" "colony stimulating factor 1 receptor"
0 1.185120903367 0.725 0.057 0 "15" "Cx3cr1" "chemokine (C-X3-C motif) receptor 1"
7.6379405346989e-306 1.98881701573482 0.997 0.217 1.43868247911588e-301 "15" "Fcer1g" "Fc receptor, IgE, high affinity I, gamma polypeptide"
2.01321982943243e-290 1.79523273513901 0.974 0.195 3.79210087071892e-286 "15" "Lgals3" "lectin, galactose binding, soluble 3"
3.6527264452731e-290 1.13828200684024 0.803 0.114 6.88027553231641e-286 "15" "Clec7a" "C-type lectin domain family 7, member a"
4.97977568129054e-270 1.12670434605956 0.936 0.17 9.37990547327885e-266 "15" "Ccl6" "chemokine (C-C motif) ligand 6"
4.81160734179848e-253 0.952175163093301 0.517 0.057 9.06314358901163e-249 "15" "Cd14" "CD14 antigen"
7.58680263996427e-226 1.83565414900382 1 0.341 1.42905014526367e-221 "15" "Ctss" "cathepsin S"
4.40762499067466e-214 1.74320799187852 0.939 0.289 8.30220243243479e-210 "15" "S100a6" "S100 calcium binding protein A6 (calcyclin)"
2.47871193797327e-208 0.909196665029423 0.832 0.167 4.66890180636646e-204 "15" "Sirpa" "signal-regulatory protein alpha"
7.74320849523149e-203 2.36425518773703 0.997 0.584 1.4585107521618e-198 "15" "Psap" "prosaposin"
1.60736740700497e-176 0.749131133191069 0.659 0.118 3.02763724783456e-172 "15" "Tnfaip2" "tumor necrosis factor, alpha-induced protein 2"
9.88173717878682e-134 1.03043199073618 0.876 0.317 1.86132401499629e-129 "15" "Cd44" "CD44 antigen"
7.8161049597264e-115 0.977361667156029 0.908 0.39 1.47224153021407e-110 "15" "Ctsb" "cathepsin B"
3.07241997823703e-104 0.753550447587407 0.977 0.616 5.78721027100727e-100 "15" "Cst3" "cystatin C"
3.93840826649752e-79 1.49203071447587 0.277 0.048 7.41838581077473e-75 "15" "Cxcl2" "chemokine (C-X-C motif) ligand 2"
1.63431099448293e-72 0.931661307827369 0.867 0.471 3.07838818920804e-68 "15" "Ftl1" "ferritin light polypeptide 1"
2.873520959028e-71 0.421585978704405 0.283 0.053 5.41256407842515e-67 "15" "Mafb" "v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
3.89445596124078e-66 0.625673736445992 0.853 0.416 7.33559724859313e-62 "15" "Anxa2" "annexin A2"
3.68133400688863e-60 0.951988221832049 0.957 0.644 6.93416073537541e-56 "15" "LOC100862446" NA
5.39372513663377e-48 1.18120890729048 1 0.911 1.01596206673634e-43 "15" "Fth1" "ferritin heavy polypeptide 1"
3.2490983689761e-45 -1.60665400267697 0.087 0.471 6.12000168780339e-41 "15" "Sparc" "secreted acidic cysteine rich glycoprotein"
3.0689142198325e-44 0.704901562447953 0.633 0.327 5.7806068244765e-40 "15" "Apoe" "apolipoprotein E"
5.7902624011793e-34 0.469887396601159 0.945 0.837 1.09065382588613e-29 "15" "Tmsb10" "thymosin, beta 10"
1.97907176110351e-31 0.700866090390624 0.289 0.097 3.72777956921458e-27 "15" "Hmox1" "heme oxygenase 1"
2.95443373481346e-24 -5.437631566617 0.199 0.438 5.56497138289464e-20 "15" "Sftpc" "surfactant associated protein C"
2.27306985838214e-21 -0.624149977157169 0.075 0.306 4.2815543852486e-17 "15" "Csrp1" "cysteine and glycine-rich protein 1"
2.29422296903449e-21 -0.764315300630619 0.038 0.261 4.32139838447337e-17 "15" "Igfbp7" "insulin-like growth factor binding protein 7"
4.39793980785231e-14 -0.881745438081267 0.101 0.272 8.28395942207061e-10 "15" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
4.67424115376331e-13 -0.4550631798359 0.283 0.443 8.80440063722858e-09 "15" "Bsg" "basigin"
8.46993351069765e-13 -0.442433039051418 0.168 0.377 1.59539667607501e-08 "15" "Cd9" "CD9 antigen"
2.3387852251889e-193 0.712042504546551 0.913 0.2 4.40533585016581e-189 "16" "Sftpa1" "surfactant associated protein A1"
9.49717485814133e-188 2.64547420926923 0.625 0.119 1.7888878562795e-183 "16" "Hbb-bt" "hemoglobin, beta adult t chain"
4.88657327112156e-187 0.787843779030972 0.834 0.167 9.20434941348458e-183 "16" "Slc34a2" "solute carrier family 34 (sodium phosphate), member 2"
1.97145001043126e-177 2.55531236241875 0.642 0.133 3.71342323964831e-173 "16" "Hba-a2" "hemoglobin alpha, adult chain 2"
3.02485729656669e-170 2.63827339128239 0.654 0.144 5.69762120381302e-166 "16" "Hba-a1" "hemoglobin alpha, adult chain 1"
5.75793661937383e-151 0.553266620322862 0.337 0.038 1.08456494162525e-146 "16" "Alas2" NA
2.41267163081686e-147 1.18131405377899 0.988 0.417 4.54450828380664e-143 "16" "Sftpc" "surfactant associated protein C"
6.34816750828975e-131 0.754092004974253 0.799 0.199 1.19574083186146e-126 "16" "Wfdc2" "WAP four-disulfide core domain 2"
3.97344869867892e-125 0.596246101510344 0.686 0.153 7.4843879688316e-121 "16" "Sftpd" "surfactant associated protein D"
1.2245077587163e-113 0.48305872122536 0.648 0.145 2.30648281431802e-109 "16" "Lamp3" "lysosomal-associated membrane protein 3"
2.89644071095852e-108 0.70541472097247 0.465 0.096 5.45573572316146e-104 "16" "Lyz1" "lysozyme 1"
4.25311399328979e-100 2.82840412292755 0.701 0.294 8.01116551776064e-96 "16" "Hbb-bs" "hemoglobin, beta adult s chain"
6.89474699299037e-96 0.603455916219383 0.561 0.131 1.29869454359967e-91 "16" "Hc" "hemolytic complement"
1.71774347129763e-95 0.705943924944338 0.692 0.202 3.23554160253622e-91 "16" "Cbr2" "carbonyl reductase 2"
3.60220011291332e-72 0.309749089701691 0.436 0.105 6.78510413268352e-68 "16" "Bex2" "brain expressed X-linked 2"
6.80101582410468e-71 0.42245578983659 0.66 0.209 1.28103934062836e-66 "16" "Cldn18" "claudin 18"
5.47883702830877e-70 1.62753944932305 0.721 0.336 1.03199374265224e-65 "16" "Gm38733" NA
4.61543863483369e-67 0.580371078794094 0.689 0.256 8.69364021257273e-63 "16" "Lpcat1" "lysophosphatidylcholine acyltransferase 1"
3.73623420660612e-56 0.404174580195508 0.608 0.213 7.03757075156329e-52 "16" "Fabp5" "fatty acid binding protein 5, epidermal"
1.60896469771533e-55 0.562768055977066 0.48 0.149 3.03064590461661e-51 "16" "Nkx2-1" "NK2 homeobox 1"
1.05763540354391e-37 0.299180870263883 0.265 0.076 1.99216204611531e-33 "16" "Bpgm" "2,3-bisphosphoglycerate mutase"
3.66772279670739e-34 0.320240074520212 0.459 0.187 6.90852265987805e-30 "16" "Nrep" "neuronal regeneration related protein"
1.07777892289178e-32 0.887676704206753 0.872 0.646 2.03010437915897e-28 "16" "LOC100862446" NA
1.41191036983657e-22 1.25058115431814 0.41 0.191 2.65947437262417e-18 "16" "Mt1" "metallothionein 1"
1.70748423360216e-20 0.352057087765363 0.666 0.433 3.21621730241303e-16 "16" "Bsg" "basigin"
5.98738165472181e-12 -0.261186411875352 0.36 0.185 1.1277832084834e-07 "16" "Ccl6" "chemokine (C-C motif) ligand 6"
6.09061151579495e-08 0.359767339010755 0.648 0.528 0.00114722758511514 "16" "Prdx1" "peroxiredoxin 1"
1.27595739705294e-07 0.538563174926697 0.977 0.911 0.00240339335308892 "16" "Fth1" "ferritin heavy polypeptide 1"
0 2.29125234339913 0.92 0.16 0 "17" "Lpl" "lipoprotein lipase"
0 1.83176104298219 0.887 0.078 0 "17" "Plet1" "placenta expressed transcript 1"
0 1.70573540825978 0.847 0.114 0 "17" "Clec7a" "C-type lectin domain family 7, member a"
0 1.66066962080775 0.529 0.044 0 "17" "Spp1" "secreted phosphoprotein 1"
0 1.56412982435767 0.81 0.115 0 "17" "Tnfaip2" "tumor necrosis factor, alpha-induced protein 2"
0 1.55688376085726 0.841 0.103 0 "17" "Ear2" "eosinophil-associated, ribonuclease A family, member 2"
0 1.25649560816488 0.645 0.048 0 "17" "Ear1" "eosinophil-associated, ribonuclease A family, member 1"
0 1.23133692999294 0.795 0.083 0 "17" "Mrc1" "mannose receptor, C type 1"
4.18914349201068e-298 2.45781180835052 0.951 0.197 7.89067068155131e-294 "17" "Lgals3" "lectin, galactose binding, soluble 3"
